"text@rp1995m","@rp1995m",00:00:26.218,26.218,00:00:26.903,26.903,00:00:00.685,0.685," Добрый день!"
"text@rp1995m","@rp1995m",00:00:36.811,36.811,00:00:44.051,44.051,00:00:07.240,7.24,"Аа знаете, наверное сразу скажу - очень много / запросов, очень много вопросов. / Спрашивают о том почему, зачем, почему и так далее."
"text@rp1995m","@rp1995m",00:00:45.019,45.019,00:00:45.275,45.275,00:00:00.256,0.256,"Вот."
"text@rp1995m","@rp1995m",00:00:46.788,46.788,00:01:18.940,78.94,00:00:32.152,32.152,"Никаких наверно громких заявлений / я делать точно не буду, сейчас абсолютно точно не время для каких-то внутренних разборок, сейчас не время для / личных амбиций и выяснения отношений, все что могу сказать что / действительно просто получилось так что / наши взгляды на / развитие проекта и на то / как проект должен функционировать / ааа к сожалению оказались слишком разными, мы не смогли найти общий язык по ааа ряду моментов которые я считал для себя ключевыми поэтому я принял добровольное решение покинуть проект."
"text@rp1995m","@rp1995m",00:01:45.786,105.786,00:01:55.148,115.148,00:00:09.362,9.362,"Ну во-первых стоит отметить, что / маршруты движений иии какие-то призывы появлялись не только на каналах ""Нехта"", но и на / других телеграм каналах"
"text@rp1995m","@rp1995m",00:01:57.840,117.84,00:02:36.005,156.005,00:00:38.165,38.165,"Ааа ну это уже другой разговор на самом деле вот аа плюс опять же стоит учитывать что // даже э два миллиона подписчиков ааа опять же даже открыто ааа / исходя из открытых данных э можно узнать что исходя из этих двух миллионов достаточно много человек читает из зарубежа // поэтому  #нрзб# надо говорить что / эээ это все 2 миллиона белорусов - это не совсем верно. // Вот, во-вторых безусловно я надеюсь что проект продолжит существовать эээ / я надеюсь что проект продолжит аа помогать людям / Вот но то как он будет развиваться дальше и что будет дальше с ним происходить /  аа я к сожалению сказать не могу / потому что я этого не знаю."
"text@rp1995m","@rp1995m",00:02:43.935,163.935,00:03:11.016,191.016,00:00:27.081,27.081,"Ааа я могу ответить следующим образом.// Естественно ааа как человек, / как тот же самый профессионал, / как главный редактор / я безумно счастлив тем что под моим руководством тот же канал ""Лайв"" / он вырос с  ста тысяч до двух миллионов / ста тысяч - я считаю это большим успехом.  // Я считаю что это означает только то что свою работу я делал успешно. // Оценивать работу коллег сейчас мне кажется не совсем корректно. // Вот поэтому как то так."
"text@rp1995m","@rp1995m",00:03:14.160,194.16,00:03:47.728,227.728,00:00:33.568,33.568,"Нет на данный момент я считаю / что опять же как я уже ранее говорил сейчас нет места для личных амбиций. / У меня есть определенные планы. Я не скажем так / я не ухожу просто в пустоту. // Вот эээ / я думаю что уже в ближайшую неделю // может быть максимум две я расскажу и о том / ,что я буду делать дальше / ,либо сразу снова появлюсь в медиапространстве. // Поэтому вот такие вот какие-то радостные реплики на провластных информационных помойках я уже видел и я бы советовал государственным пропагандистам не расслабляться и не радоваться этому факту"
"text@rp1995m","@rp1995m",00:04:03.690,243.69,00:04:28.323,268.323,00:00:24.633,24.633," Я не согласен с этим по той простой причине что // во-первых как бы там ни было канал продолжит функционировать без меня а во-вторых опять же ни о каких аа / там личных амбиций или ни о каких личных обидах данные... в данной ситуации речи не идёт / поэтому я не понимаю в чём тут подарок и / тем более мне кажется / то что будет происходить дальше #одновременно#"
"text@rp1995m","@rp1995m",00:04:31.661,271.661,00:04:37.981,277.981,00:00:06.320,6.32,"Ну я не знаю // я не могу сказать что это какой-то подарок / то есть они и дальше могут сейчас там выдумывать... #одновременно#"
